From,To,Season,Flow,Type
Plant1,Sub4,Winter,34.91183607623681,Facility to Substation
Plant1,Sub8,Winter,1036.2857049716924,Facility to Substation
Plant1,Sub8,Spring,621.7714229830015,Facility to Substation
Plant1,Sub8,Summer,207.257140994152,Facility to Substation
Plant1,Sub8,Fall,621.7714229830015,Facility to Substation
Plant3,Sub6,Winter,1187.3045749023772,Facility to Substation
Plant3,Sub6,Spring,712.3827449413429,Facility to Substation
Plant3,Sub6,Summer,237.46091498044083,Facility to Substation
Plant3,Sub6,Fall,712.3827449413429,Facility to Substation
Plant4,Sub1,Winter,1061.4111691896278,Facility to Substation
Plant4,Sub1,Spring,636.846701513723,Facility to Substation
Plant4,Sub1,Summer,212.28223383792556,Facility to Substation
Plant4,Sub1,Fall,636.846701513723,Facility to Substation
Plant5,Sub5,Winter,427.85102837316174,Facility to Substation
Plant5,Sub5,Spring,379.1498235876306,Facility to Substation
Plant5,Sub5,Summer,126.38327452912638,Facility to Substation
Plant5,Sub5,Fall,379.1498235876306,Facility to Substation
Plant5,Sub9,Winter,1087.4239616943946,Facility to Substation
Plant5,Sub9,Spring,652.4543770166365,Facility to Substation
Plant5,Sub9,Summer,217.4847923388789,Facility to Substation
Plant5,Sub9,Fall,652.4543770166365,Facility to Substation
Plant6,Sub3,Winter,316.54178902521846,Facility to Substation
Plant6,Sub4,Winter,1057.327622765959,Facility to Substation
Plant6,Sub4,Spring,654.6340279796672,Facility to Substation
Plant6,Sub4,Summer,218.21134265988957,Facility to Substation
Plant6,Sub4,Fall,654.6340279796672,Facility to Substation
Plant7,Sub3,Winter,789.1761401452436,Facility to Substation
Plant7,Sub3,Spring,661.8882110856631,Facility to Substation
Plant7,Sub3,Summer,220.6294036952111,Facility to Substation
Plant7,Sub3,Fall,661.8882110856631,Facility to Substation
Plant7,Sub10,Winter,670.4515021683741,Facility to Substation
Plant7,Sub10,Spring,402.27090130105194,Facility to Substation
Plant7,Sub10,Summer,134.0903004338686,Facility to Substation
Plant7,Sub10,Fall,402.27090130105194,Facility to Substation
Plant8,Sub5,Winter,204.61918927249022,Facility to Substation
Sub1,City11,Winter,327.4762383925629,Substation to Customer
Sub1,City11,Spring,196.48574303553772,Substation to Customer
Sub1,City11,Summer,65.4952476785126,Substation to Customer
Sub1,City11,Fall,196.48574303553772,Substation to Customer
Sub1,City17,Winter,358.62886621330244,Substation to Customer
Sub1,City17,Spring,215.17731972795923,Substation to Customer
Sub1,City17,Summer,71.72577324266048,Substation to Customer
Sub1,City17,Fall,215.17731972795923,Substation to Customer
Sub1,City19,Winter,339.26710506665887,Substation to Customer
Sub1,City19,Spring,203.5602630399953,Substation to Customer
Sub1,City19,Summer,67.85342101333177,Substation to Customer
Sub1,City19,Fall,203.5602630399953,Substation to Customer
Sub3,City15,Winter,371.3150051402117,Substation to Customer
Sub3,City15,Spring,222.789003084141,Substation to Customer
Sub3,City15,Summer,74.263001028047,Substation to Customer
Sub3,City15,Fall,222.789003084141,Substation to Customer
Sub3,City21,Winter,361.05701427373276,Substation to Customer
Sub3,City21,Spring,216.63420856426654,Substation to Customer
Sub3,City21,Summer,72.21140285475552,Substation to Customer
Sub3,City21,Fall,216.63420856426654,Substation to Customer
Sub3,City22,Winter,347.99201517862514,Substation to Customer
Sub3,City22,Spring,208.79520910720302,Substation to Customer
Sub3,City22,Summer,69.59840303573435,Substation to Customer
Sub3,City22,Fall,208.79520910720302,Substation to Customer
Sub4,City2,Winter,348.34533240065474,Substation to Customer
Sub4,City2,Spring,209.00719944040586,Substation to Customer
Sub4,City2,Summer,69.6690664801353,Substation to Customer
Sub4,City2,Fall,209.00719944040586,Substation to Customer
Sub4,City4,Winter,361.5137730751373,Substation to Customer
Sub4,City4,Spring,216.90826384512206,Substation to Customer
Sub4,City4,Summer,72.3027546150407,Substation to Customer
Sub4,City4,Fall,216.90826384512206,Substation to Customer
Sub4,City9,Winter,363.09913237411564,Substation to Customer
Sub4,City9,Spring,217.85947942449906,Substation to Customer
Sub4,City9,Summer,72.61982647483303,Substation to Customer
Sub4,City9,Fall,217.85947942449906,Substation to Customer
Sub5,City7,Winter,259.0904862293788,Substation to Customer
Sub5,City7,Spring,155.45429173762724,Substation to Customer
Sub5,City7,Summer,51.81809724585274,Substation to Customer
Sub5,City7,Fall,155.45429173762724,Substation to Customer
Sub5,City8,Winter,349.3459436880502,Substation to Customer
Sub5,City8,Spring,209.60756621282886,Substation to Customer
Sub5,City8,Summer,69.86918873755194,Substation to Customer
Sub5,City8,Fall,209.60756621282886,Substation to Customer
Sub6,City10,Winter,312.55156251534925,Substation to Customer
Sub6,City10,Spring,187.53093750914593,Substation to Customer
Sub6,City10,Summer,62.51031250305953,Substation to Customer
Sub6,City10,Fall,187.53093750914593,Substation to Customer
Sub6,City12,Winter,279.7178446557163,Substation to Customer
Sub6,City12,Spring,167.83070679342984,Substation to Customer
Sub6,City12,Summer,55.94356893114325,Substation to Customer
Sub6,City12,Fall,167.83070679342984,Substation to Customer
Sub6,City18,Winter,265.7191500938291,Substation to Customer
Sub6,City18,Spring,159.43149005629752,Substation to Customer
Sub6,City18,Summer,53.14383001876586,Substation to Customer
Sub6,City18,Fall,159.43149005629752,Substation to Customer
Sub6,City20,Winter,306.60641587305594,Substation to Customer
Sub6,City20,Spring,183.9638495238336,Substation to Customer
Sub6,City20,Summer,61.3212831745875,Substation to Customer
Sub6,City20,Fall,183.9638495238336,Substation to Customer
Sub8,City1,Winter,366.66388888641416,Substation to Customer
Sub8,City1,Spring,219.99833333184844,Substation to Customer
Sub8,City1,Summer,73.33277777728286,Substation to Customer
Sub8,City1,Fall,219.99833333184844,Substation to Customer
Sub8,City6,Winter,292.01795479704543,Substation to Customer
Sub8,City6,Spring,175.21077287821348,Substation to Customer
Sub8,City6,Summer,58.403590959226165,Substation to Customer
Sub8,City6,Fall,175.21077287821348,Substation to Customer
Sub8,City14,Winter,357.63902242261537,Substation to Customer
Sub8,City14,Spring,214.58341345356922,Substation to Customer
Sub8,City14,Summer,71.52780448452309,Substation to Customer
Sub8,City14,Fall,214.58341345356922,Substation to Customer
Sub9,City3,Winter,358.0761104064524,Substation to Customer
Sub9,City3,Spring,214.84566624387136,Substation to Customer
Sub9,City3,Summer,71.61522208129048,Substation to Customer
Sub9,City3,Fall,214.84566624387136,Substation to Customer
Sub9,City16,Winter,351.9408915971512,Substation to Customer
Sub9,City16,Spring,211.16453495829072,Substation to Customer
Sub9,City16,Summer,70.38817831943025,Substation to Customer
Sub9,City16,Fall,211.16453495829072,Substation to Customer
Sub9,City23,Winter,356.88453766816195,Substation to Customer
Sub9,City23,Spring,214.13072260089714,Substation to Customer
Sub9,City23,Summer,71.37690753363239,Substation to Customer
Sub9,City23,Fall,214.13072260089714,Substation to Customer
Sub10,City5,Winter,282.4395772291041,Substation to Customer
Sub10,City5,Spring,169.46374633747652,Substation to Customer
Sub10,City5,Summer,56.48791544582552,Substation to Customer
Sub10,City5,Fall,169.46374633747652,Substation to Customer
Sub10,City13,Winter,375.61253776454487,Substation to Customer
Sub10,City13,Spring,225.36752265873983,Substation to Customer
Sub10,City13,Summer,75.12250755291329,Substation to Customer
Sub10,City13,Fall,225.36752265873983,Substation to Customer
