From,To,Season,Flow,Type
Plant2,Sub1,Winter,1575.4580475137166,Facility to Substation
Plant2,Sub1,Spring,945.27482850823,Facility to Substation
Plant2,Sub1,Summer,315.0916095027434,Facility to Substation
Plant2,Sub1,Fall,945.27482850823,Facility to Substation
Plant3,Sub7,Winter,1505.2259503102237,Facility to Substation
Plant3,Sub7,Spring,903.1355701861268,Facility to Substation
Plant3,Sub7,Summer,301.04519006203975,Facility to Substation
Plant3,Sub7,Fall,903.1355701861268,Facility to Substation
Plant4,Sub3,Winter,620.1768768856159,Facility to Substation
Plant4,Sub3,Spring,372.10612613136954,Facility to Substation
Plant4,Sub3,Summer,124.03537537712324,Facility to Substation
Plant4,Sub3,Fall,372.10612613136954,Facility to Substation
Plant5,Sub6,Winter,1369.0687576053604,Facility to Substation
Plant5,Sub6,Spring,821.4412545632163,Facility to Substation
Plant5,Sub6,Summer,273.8137515210678,Facility to Substation
Plant5,Sub6,Fall,821.4412545632163,Facility to Substation
Plant6,Sub4,Winter,1352.5974469569785,Facility to Substation
Plant6,Sub4,Spring,811.5584681741157,Facility to Substation
Plant6,Sub4,Summer,270.5194893912941,Facility to Substation
Plant6,Sub4,Fall,811.5584681741157,Facility to Substation
Plant7,Sub5,Winter,1568.210891491362,Facility to Substation
Plant7,Sub5,Spring,940.9265348948494,Facility to Substation
Plant7,Sub5,Summer,313.642178298261,Facility to Substation
Plant7,Sub5,Fall,940.9265348948494,Facility to Substation
Sub1,City1,Winter,294.1871229469509,Substation to Customer
Sub1,City1,Spring,176.51227376817053,Substation to Customer
Sub1,City1,Summer,58.83742458939019,Substation to Customer
Sub1,City1,Fall,176.51227376817053,Substation to Customer
Sub1,City5,Winter,320.4487115743339,Substation to Customer
Sub1,City5,Spring,192.26922694460038,Substation to Customer
Sub1,City5,Summer,64.08974231486681,Substation to Customer
Sub1,City5,Fall,192.26922694460038,Substation to Customer
Sub1,City13,Winter,303.7153916139844,Substation to Customer
Sub1,City13,Spring,182.22923496839067,Substation to Customer
Sub1,City13,Summer,60.74307832279689,Substation to Customer
Sub1,City13,Fall,182.22923496839067,Substation to Customer
Sub1,City20,Winter,290.03238718960455,Substation to Customer
Sub1,City20,Spring,174.01943231376276,Substation to Customer
Sub1,City20,Summer,58.006477437920914,Substation to Customer
Sub1,City20,Fall,174.01943231376276,Substation to Customer
Sub1,City24,Winter,356.1392000963306,Substation to Customer
Sub1,City24,Spring,213.68352005779838,Substation to Customer
Sub1,City24,Summer,71.22784001926615,Substation to Customer
Sub1,City24,Fall,213.68352005779838,Substation to Customer
Sub3,City8,Winter,329.3558082833103,Substation to Customer
Sub3,City8,Spring,197.6134849699862,Substation to Customer
Sub3,City8,Summer,65.87116165666208,Substation to Customer
Sub3,City8,Fall,197.6134849699862,Substation to Customer
Sub3,City12,Winter,271.37309973583467,Substation to Customer
Sub3,City12,Spring,162.8238598415008,Substation to Customer
Sub3,City12,Summer,54.274619947166954,Substation to Customer
Sub3,City12,Fall,162.8238598415008,Substation to Customer
Sub4,City2,Winter,309.2896853881431,Substation to Customer
Sub4,City2,Spring,185.57381123288565,Substation to Customer
Sub4,City2,Summer,61.85793707762878,Substation to Customer
Sub4,City2,Fall,185.57381123288565,Substation to Customer
Sub4,City10,Winter,348.5173408331148,Substation to Customer
Sub4,City10,Spring,209.11040449986888,Substation to Customer
Sub4,City10,Summer,69.703468166623,Substation to Customer
Sub4,City10,Fall,209.11040449986888,Substation to Customer
Sub4,City16,Winter,329.3563395627828,Substation to Customer
Sub4,City16,Spring,197.61380373766542,Substation to Customer
Sub4,City16,Summer,65.87126791255645,Substation to Customer
Sub4,City16,Fall,197.61380373766542,Substation to Customer
Sub4,City21,Winter,336.5100989601469,Substation to Customer
Sub4,City21,Spring,201.90605937602257,Substation to Customer
Sub4,City21,Summer,67.30201979192981,Substation to Customer
Sub4,City21,Fall,201.90605937602257,Substation to Customer
Sub5,City3,Winter,271.44123675144425,Substation to Customer
Sub5,City3,Spring,162.8647420508749,Substation to Customer
Sub5,City3,Summer,54.28824735027713,Substation to Customer
Sub5,City3,Fall,162.8647420508749,Substation to Customer
Sub5,City4,Winter,371.8133512093362,Substation to Customer
Sub5,City4,Spring,223.08801072560175,Substation to Customer
Sub5,City4,Summer,74.36267024186616,Substation to Customer
Sub5,City4,Fall,223.08801072560175,Substation to Customer
Sub5,City6,Winter,290.41824379195856,Substation to Customer
Sub5,City6,Spring,174.25094627517512,Substation to Customer
Sub5,City6,Summer,58.08364875839178,Substation to Customer
Sub5,City6,Fall,174.25094627517512,Substation to Customer
Sub5,City7,Winter,304.69972647989897,Substation to Customer
Sub5,City7,Spring,182.81983588793904,Substation to Customer
Sub5,City7,Summer,60.93994529597839,Substation to Customer
Sub5,City7,Fall,182.81983588793904,Substation to Customer
Sub5,City18,Winter,302.8828719303641,Substation to Customer
Sub5,City18,Spring,181.72972315822776,Substation to Customer
Sub5,City18,Summer,60.576574386075926,Substation to Customer
Sub5,City18,Fall,181.72972315822776,Substation to Customer
Sub6,City14,Winter,324.551833270417,Substation to Customer
Sub6,City14,Spring,194.7310999622503,Substation to Customer
Sub6,City14,Summer,64.91036665408198,Substation to Customer
Sub6,City14,Fall,194.7310999622503,Substation to Customer
Sub6,City17,Winter,370.1990243000179,Substation to Customer
Sub6,City17,Spring,222.11941458001078,Substation to Customer
Sub6,City17,Summer,74.0398048600036,Substation to Customer
Sub6,City17,Fall,222.11941458001078,Substation to Customer
Sub6,City22,Winter,359.49700991930126,Substation to Customer
Sub6,City22,Spring,215.6982059515806,Substation to Customer
Sub6,City22,Summer,71.89940198385864,Substation to Customer
Sub6,City22,Fall,215.6982059515806,Substation to Customer
Sub6,City23,Winter,281.30166393076297,Substation to Customer
Sub6,City23,Spring,168.78099835845785,Substation to Customer
Sub6,City23,Summer,56.26033278615144,Substation to Customer
Sub6,City23,Fall,168.78099835845785,Substation to Customer
Sub7,City9,Winter,387.62578675009354,Substation to Customer
Sub7,City9,Spring,232.57547205005534,Substation to Customer
Sub7,City9,Summer,77.52515735001714,Substation to Customer
Sub7,City9,Fall,232.57547205005534,Substation to Customer
Sub7,City11,Winter,356.1763870187,Substation to Customer
Sub7,City11,Spring,213.70583221121996,Substation to Customer
Sub7,City11,Summer,71.23527740374011,Substation to Customer
Sub7,City11,Fall,213.70583221121996,Substation to Customer
Sub7,City15,Winter,380.3724467327204,Substation to Customer
Sub7,City15,Spring,228.22346803964416,Substation to Customer
Sub7,City15,Summer,76.07448934654806,Substation to Customer
Sub7,City15,Fall,228.22346803964416,Substation to Customer
Sub7,City19,Winter,376.02731113272625,Substation to Customer
Sub7,City19,Spring,225.61638667963527,Substation to Customer
Sub7,City19,Summer,75.20546222654373,Substation to Customer
Sub7,City19,Fall,225.61638667963527,Substation to Customer
