From,To,Season,Flow,Type
Plant1,Sub1,Winter,306.66256290095026,Facility to Substation
Plant1,Sub6,Winter,490.17584416254846,Facility to Substation
Plant1,Sub8,Winter,1762.4042991157326,Facility to Substation
Plant1,Sub8,Spring,1057.4425794694398,Facility to Substation
Plant1,Sub8,Summer,352.48085982314655,Facility to Substation
Plant1,Sub8,Fall,1057.4425794694398,Facility to Substation
Plant3,Sub2,Winter,1610.9853614683127,Facility to Substation
Plant3,Sub2,Spring,966.5912168809876,Facility to Substation
Plant3,Sub2,Summer,322.19707229366253,Facility to Substation
Plant3,Sub2,Fall,966.5912168809876,Facility to Substation
Plant3,Sub5,Winter,765.5455594785868,Facility to Substation
Plant3,Sub5,Spring,459.3273356871521,Facility to Substation
Plant3,Sub5,Summer,153.10911189571735,Facility to Substation
Plant3,Sub5,Fall,459.3273356871521,Facility to Substation
Plant5,Sub1,Winter,1288.770071826743,Facility to Substation
Plant5,Sub1,Spring,953.0284095591618,Facility to Substation
Plant5,Sub1,Summer,317.67613651972056,Facility to Substation
Plant5,Sub1,Fall,953.0284095591618,Facility to Substation
Plant5,Sub7,Winter,1521.377562461677,Facility to Substation
Plant5,Sub7,Spring,912.8265374770064,Facility to Substation
Plant5,Sub7,Summer,304.2755124923354,Facility to Substation
Plant5,Sub7,Fall,912.8265374770064,Facility to Substation
Plant6,Sub6,Winter,1398.1967981436524,Facility to Substation
Plant6,Sub6,Spring,1123.0598591509,Facility to Substation
Plant6,Sub6,Summer,374.35328638363336,Facility to Substation
Plant6,Sub6,Fall,1123.0598591509,Facility to Substation
Plant6,Sub9,Winter,1162.3602735388424,Facility to Substation
Plant6,Sub9,Spring,697.4161641233054,Facility to Substation
Plant6,Sub9,Summer,232.47205470776848,Facility to Substation
Plant6,Sub9,Fall,697.4161641233054,Facility to Substation
Sub1,City12,Winter,383.52325205779795,Substation to Customer
Sub1,City12,Spring,230.11395123467875,Substation to Customer
Sub1,City12,Summer,76.70465041155958,Substation to Customer
Sub1,City12,Fall,230.11395123467875,Substation to Customer
Sub1,City15,Winter,387.75812743139824,Substation to Customer
Sub1,City15,Spring,232.65487645883894,Substation to Customer
Sub1,City15,Summer,77.55162548627965,Substation to Customer
Sub1,City15,Fall,232.65487645883894,Substation to Customer
Sub1,City18,Winter,382.9543403380724,Substation to Customer
Sub1,City18,Spring,229.77260420284347,Substation to Customer
Sub1,City18,Summer,76.59086806761448,Substation to Customer
Sub1,City18,Fall,229.77260420284347,Substation to Customer
Sub1,City22,Winter,399.23813890401175,Substation to Customer
Sub1,City22,Spring,239.54288334240704,Substation to Customer
Sub1,City22,Summer,79.84762778080234,Substation to Customer
Sub1,City22,Fall,239.54288334240704,Substation to Customer
Sub2,City7,Winter,290.18058491819636,Substation to Customer
Sub2,City7,Spring,174.10835095091784,Substation to Customer
Sub2,City7,Summer,58.036116983639275,Substation to Customer
Sub2,City7,Fall,174.10835095091784,Substation to Customer
Sub2,City10,Winter,317.54741484225787,Substation to Customer
Sub2,City10,Spring,190.5284489053547,Substation to Customer
Sub2,City10,Summer,63.50948296845158,Substation to Customer
Sub2,City10,Fall,190.5284489053547,Substation to Customer
Sub2,City19,Winter,275.06228686553976,Substation to Customer
Sub2,City19,Spring,165.03737211932386,Substation to Customer
Sub2,City19,Summer,55.012457373107964,Substation to Customer
Sub2,City19,Fall,165.03737211932386,Substation to Customer
Sub2,City25,Winter,364.80348618683496,Substation to Customer
Sub2,City25,Spring,218.88209171210096,Substation to Customer
Sub2,City25,Summer,72.960697237367,Substation to Customer
Sub2,City25,Fall,218.88209171210096,Substation to Customer
Sub2,City26,Winter,350.0751224808893,Substation to Customer
Sub2,City26,Spring,210.04507348853357,Substation to Customer
Sub2,City26,Summer,70.01502449617786,Substation to Customer
Sub2,City26,Fall,210.04507348853357,Substation to Customer
Sub5,City1,Winter,390.1554438148667,Substation to Customer
Sub5,City1,Spring,234.09326628892003,Substation to Customer
Sub5,City1,Summer,78.03108876297334,Substation to Customer
Sub5,City1,Fall,234.09326628892003,Substation to Customer
Sub5,City17,Winter,349.5904749416067,Substation to Customer
Sub5,City17,Spring,209.75428496496403,Substation to Customer
Sub5,City17,Summer,69.91809498832134,Substation to Customer
Sub5,City17,Fall,209.75428496496403,Substation to Customer
Sub6,City2,Winter,278.9805801626549,Substation to Customer
Sub6,City2,Spring,167.38834809759294,Substation to Customer
Sub6,City2,Summer,55.79611603253098,Substation to Customer
Sub6,City2,Fall,167.38834809759294,Substation to Customer
Sub6,City9,Winter,299.6958832372159,Substation to Customer
Sub6,City9,Spring,179.81752994232951,Substation to Customer
Sub6,City9,Summer,59.93917664744318,Substation to Customer
Sub6,City9,Fall,179.81752994232951,Substation to Customer
Sub6,City11,Winter,363.34126443512946,Substation to Customer
Sub6,City11,Spring,218.0047586610777,Substation to Customer
Sub6,City11,Summer,72.6682528870259,Substation to Customer
Sub6,City11,Fall,218.0047586610777,Substation to Customer
Sub6,City14,Winter,302.3588563144359,Substation to Customer
Sub6,City14,Spring,181.41531378866154,Substation to Customer
Sub6,City14,Summer,60.47177126288718,Substation to Customer
Sub6,City14,Fall,181.41531378866154,Substation to Customer
Sub6,City16,Winter,271.14773962237666,Substation to Customer
Sub6,City16,Spring,162.688643773426,Substation to Customer
Sub6,City16,Summer,54.22954792447534,Substation to Customer
Sub6,City16,Fall,162.688643773426,Substation to Customer
Sub6,City24,Winter,325.193200786953,Substation to Customer
Sub6,City24,Spring,195.1159204721718,Substation to Customer
Sub6,City24,Summer,65.0386401573906,Substation to Customer
Sub6,City24,Fall,195.1159204721718,Substation to Customer
Sub7,City4,Winter,308.5094303683725,Substation to Customer
Sub7,City4,Spring,185.1056582210235,Substation to Customer
Sub7,City4,Summer,61.701886073674494,Substation to Customer
Sub7,City4,Fall,185.1056582210235,Substation to Customer
Sub7,City8,Winter,300.2044243913703,Substation to Customer
Sub7,City8,Spring,180.12265463482217,Substation to Customer
Sub7,City8,Summer,60.04088487827407,Substation to Customer
Sub7,City8,Fall,180.12265463482217,Substation to Customer
Sub7,City21,Winter,287.53327278115586,Substation to Customer
Sub7,City21,Spring,172.5199636686935,Substation to Customer
Sub7,City21,Summer,57.50665455623117,Substation to Customer
Sub7,City21,Fall,172.5199636686935,Substation to Customer
Sub7,City23,Winter,299.89731966331294,Substation to Customer
Sub7,City23,Spring,179.93839179798775,Substation to Customer
Sub7,City23,Summer,59.97946393266258,Substation to Customer
Sub7,City23,Fall,179.93839179798775,Substation to Customer
Sub7,City30,Winter,289.5870563403711,Substation to Customer
Sub7,City30,Spring,173.75223380422264,Substation to Customer
Sub7,City30,Summer,57.91741126807422,Substation to Customer
Sub7,City30,Fall,173.75223380422264,Substation to Customer
Sub8,City5,Winter,395.9846967679998,Substation to Customer
Sub8,City5,Spring,237.5908180607999,Substation to Customer
Sub8,City5,Summer,79.19693935359996,Substation to Customer
Sub8,City5,Fall,237.5908180607999,Substation to Customer
Sub8,City6,Winter,377.8378113555249,Substation to Customer
Sub8,City6,Spring,226.70268681331493,Substation to Customer
Sub8,City6,Summer,75.56756227110499,Substation to Customer
Sub8,City6,Fall,226.70268681331493,Substation to Customer
Sub8,City20,Winter,318.0240757024537,Substation to Customer
Sub8,City20,Spring,190.8144454214722,Substation to Customer
Sub8,City20,Summer,63.604815140490736,Substation to Customer
Sub8,City20,Fall,190.8144454214722,Substation to Customer
Sub8,City27,Winter,288.77172189110746,Substation to Customer
Sub8,City27,Spring,173.26303313466445,Substation to Customer
Sub8,City27,Summer,57.7543443782215,Substation to Customer
Sub8,City27,Fall,173.26303313466445,Substation to Customer
Sub8,City29,Winter,369.29676049935773,Substation to Customer
Sub8,City29,Spring,221.57805629961464,Substation to Customer
Sub8,City29,Summer,73.85935209987154,Substation to Customer
Sub8,City29,Fall,221.57805629961464,Substation to Customer
Sub9,City3,Winter,393.8048821571231,Substation to Customer
Sub9,City3,Spring,236.28292929427386,Substation to Customer
Sub9,City3,Summer,78.76097643142461,Substation to Customer
Sub9,City3,Fall,236.28292929427386,Substation to Customer
Sub9,City13,Winter,342.19425155189043,Substation to Customer
Sub9,City13,Spring,205.31655093113426,Substation to Customer
Sub9,City13,Summer,68.43885031037809,Substation to Customer
Sub9,City13,Fall,205.31655093113426,Substation to Customer
Sub9,City28,Winter,396.97856424871657,Substation to Customer
Sub9,City28,Spring,238.18713854922993,Substation to Customer
Sub9,City28,Summer,79.39571284974332,Substation to Customer
Sub9,City28,Fall,238.18713854922993,Substation to Customer
