From,To,Season,Flow,Type
Plant1,Sub6,Winter,599.2136727703132,Facility to Substation
Plant1,Sub7,Winter,1782.4846854046875,Facility to Substation
Plant1,Sub7,Spring,1069.4908112428216,Facility to Substation
Plant1,Sub7,Summer,356.49693708093747,Facility to Substation
Plant1,Sub7,Fall,1069.4908112428216,Facility to Substation
Plant3,Sub2,Winter,1836.2508878281276,Facility to Substation
Plant3,Sub2,Spring,1101.7505326968765,Facility to Substation
Plant3,Sub2,Summer,367.25017756562505,Facility to Substation
Plant3,Sub2,Fall,1101.7505326968765,Facility to Substation
Plant3,Sub3,Winter,23.862447222670085,Facility to Substation
Plant4,Sub4,Winter,1468.514613978374,Facility to Substation
Plant4,Sub4,Spring,881.1087683869674,Facility to Substation
Plant4,Sub4,Summer,293.7029227956173,Facility to Substation
Plant4,Sub4,Fall,881.1087683869674,Facility to Substation
Plant5,Sub1,Winter,1739.0996906033693,Facility to Substation
Plant5,Sub1,Spring,1043.4598143620067,Facility to Substation
Plant5,Sub1,Summer,347.81993812062757,Facility to Substation
Plant5,Sub1,Fall,1043.4598143620067,Facility to Substation
Plant6,Sub3,Winter,1504.4362331120724,Facility to Substation
Plant6,Sub3,Spring,916.4398047380134,Facility to Substation
Plant6,Sub3,Summer,305.4799349126452,Facility to Substation
Plant6,Sub3,Fall,916.4398047380134,Facility to Substation
Plant6,Sub6,Winter,1309.9130853464171,Facility to Substation
Plant6,Sub6,Spring,1133.2959340796324,Facility to Substation
Plant6,Sub6,Summer,377.76531135988404,Facility to Substation
Plant6,Sub6,Fall,1133.2959340796324,Facility to Substation
Sub1,City7,Winter,315.56121264949445,Substation to Customer
Sub1,City7,Spring,189.33672758968214,Substation to Customer
Sub1,City7,Summer,63.11224252988427,Substation to Customer
Sub1,City7,Fall,189.33672758968214,Substation to Customer
Sub1,City8,Winter,349.9487442092501,Substation to Customer
Sub1,City8,Spring,209.96924652555,Substation to Customer
Sub1,City8,Summer,69.9897488418344,Substation to Customer
Sub1,City8,Fall,209.96924652555,Substation to Customer
Sub1,City16,Winter,356.01274920502556,Substation to Customer
Sub1,City16,Spring,213.60764952301528,Substation to Customer
Sub1,City16,Summer,71.20254984100512,Substation to Customer
Sub1,City16,Fall,213.60764952301528,Substation to Customer
Sub1,City18,Winter,386.7254479850349,Substation to Customer
Sub1,City18,Spring,232.03526879102097,Substation to Customer
Sub1,City18,Summer,77.3450895969919,Substation to Customer
Sub1,City18,Fall,232.03526879102097,Substation to Customer
Sub1,City27,Winter,292.63245768218053,Substation to Customer
Sub1,City27,Spring,175.57947460930828,Substation to Customer
Sub1,City27,Summer,58.526491536436126,Substation to Customer
Sub1,City27,Fall,175.57947460930828,Substation to Customer
Sub2,City3,Winter,309.9875991277541,Substation to Customer
Sub2,City3,Spring,185.99255947665245,Substation to Customer
Sub2,City3,Summer,61.9975198255508,Substation to Customer
Sub2,City3,Fall,185.99255947665245,Substation to Customer
Sub2,City10,Winter,401.51572685176944,Substation to Customer
Sub2,City10,Spring,240.90943611106167,Substation to Customer
Sub2,City10,Summer,80.30314537035389,Substation to Customer
Sub2,City10,Fall,240.90943611106167,Substation to Customer
Sub2,City11,Winter,389.0467459290595,Substation to Customer
Sub2,City11,Spring,233.4280475574357,Substation to Customer
Sub2,City11,Summer,77.8093491858119,Substation to Customer
Sub2,City11,Fall,233.4280475574357,Substation to Customer
Sub2,City12,Winter,406.9921627483687,Substation to Customer
Sub2,City12,Spring,244.1952976490212,Substation to Customer
Sub2,City12,Summer,81.39843254967316,Substation to Customer
Sub2,City12,Fall,244.1952976490212,Substation to Customer
Sub2,City22,Winter,313.5301336012988,Substation to Customer
Sub2,City22,Spring,188.1180801607793,Substation to Customer
Sub2,City22,Summer,62.70602672025982,Substation to Customer
Sub2,City22,Fall,188.1180801607793,Substation to Customer
Sub3,City6,Winter,376.72668760577494,Substation to Customer
Sub3,City6,Spring,226.03601256342972,Substation to Customer
Sub3,City6,Summer,75.345337521141,Substation to Customer
Sub3,City6,Fall,226.03601256342972,Substation to Customer
Sub3,City21,Winter,364.28344711638874,Substation to Customer
Sub3,City21,Spring,218.5700682698334,Substation to Customer
Sub3,City21,Summer,72.85668942326333,Substation to Customer
Sub3,City21,Fall,218.5700682698334,Substation to Customer
Sub3,City26,Winter,370.45140964313066,Substation to Customer
Sub3,City26,Spring,222.27084578586553,Substation to Customer
Sub3,City26,Summer,74.09028192861342,Substation to Customer
Sub3,City26,Fall,222.27084578586553,Substation to Customer
Sub3,City28,Winter,367.9186395283892,Substation to Customer
Sub3,City28,Spring,220.75118371703346,Substation to Customer
Sub3,City28,Summer,73.5837279056778,Substation to Customer
Sub3,City28,Fall,220.75118371703346,Substation to Customer
Sub4,City17,Winter,304.42963902104634,Substation to Customer
Sub4,City17,Spring,182.6577834126142,Substation to Customer
Sub4,City17,Summer,60.885927804196164,Substation to Customer
Sub4,City17,Fall,182.6577834126142,Substation to Customer
