From,To,Season,Flow,Type
Plant2,Sub1,Winter,1209.5136219926123,Facility to Substation
Plant2,Sub1,Spring,725.708173195578,Facility to Substation
Plant2,Sub1,Summer,241.9027243985207,Facility to Substation
Plant2,Sub1,Fall,725.708173195578,Facility to Substation
Plant3,Sub7,Winter,73.04009514831347,Facility to Substation
Plant3,Sub8,Winter,1395.408553014879,Facility to Substation
Plant3,Sub8,Spring,837.2451318089278,Facility to Substation
Plant3,Sub8,Summer,279.0817106029701,Facility to Substation
Plant3,Sub8,Fall,837.2451318089278,Facility to Substation
Plant4,Sub3,Winter,613.0370350632695,Facility to Substation
Plant4,Sub3,Spring,367.82222103796147,Facility to Substation
Plant4,Sub3,Summer,122.60740701265158,Facility to Substation
Plant4,Sub3,Fall,367.82222103796147,Facility to Substation
Plant4,Sub5,Winter,1209.0479777668263,Facility to Substation
Plant4,Sub5,Spring,725.4287866600952,Facility to Substation
Plant4,Sub5,Summer,241.80959555335994,Facility to Substation
Plant4,Sub5,Fall,725.4287866600952,Facility to Substation
Plant6,Sub4,Winter,1349.9345666093905,Facility to Substation
Plant6,Sub4,Spring,809.960739965634,Facility to Substation
Plant6,Sub4,Summer,269.98691332187406,Facility to Substation
Plant6,Sub4,Fall,809.960739965634,Facility to Substation
Plant6,Sub10,Winter,412.96748918462333,Facility to Substation
Plant7,Sub7,Winter,1151.1839110366502,Facility to Substation
Plant7,Sub7,Spring,732.496501014643,Facility to Substation
Plant7,Sub7,Summer,244.16550033820977,Facility to Substation
Plant7,Sub7,Fall,732.496501014643,Facility to Substation
Plant7,Sub10,Winter,743.3153245110093,Facility to Substation
Plant7,Sub10,Spring,690.7792177963446,Facility to Substation
Plant7,Sub10,Summer,230.25973926544745,Facility to Substation
Plant7,Sub10,Fall,690.7792177963446,Facility to Substation
Sub1,City8,Winter,362.9258547356411,Substation to Customer
Sub1,City8,Spring,217.7555128413851,Substation to Customer
Sub1,City8,Summer,72.5851709471275,Substation to Customer
Sub1,City8,Fall,217.7555128413851,Substation to Customer
Sub1,City10,Winter,294.09920467790016,Substation to Customer
Sub1,City10,Spring,176.45952280675016,Substation to Customer
Sub1,City10,Summer,58.819840935581894,Substation to Customer
Sub1,City10,Fall,176.45952280675016,Substation to Customer
Sub1,City15,Winter,271.8270740619047,Substation to Customer
Sub1,City15,Spring,163.09624443714284,Substation to Customer
Sub1,City15,Summer,54.36541481237923,Substation to Customer
Sub1,City15,Fall,163.09624443714284,Substation to Customer
Sub1,City23,Winter,272.26626998662897,Substation to Customer
Sub1,City23,Spring,163.35976199197734,Substation to Customer
Sub1,City23,Summer,54.453253997324566,Substation to Customer
Sub1,City23,Fall,163.35976199197734,Substation to Customer
Sub3,City1,Winter,331.2195518036248,Substation to Customer
Sub3,City1,Spring,198.73173108217514,Substation to Customer
Sub3,City1,Summer,66.2439103607235,Substation to Customer
Sub3,City1,Fall,198.73173108217514,Substation to Customer
Sub3,City7,Winter,262.5934108760123,Substation to Customer
Sub3,City7,Spring,157.55604652560686,Substation to Customer
Sub3,City7,Summer,52.51868217520166,Substation to Customer
Sub3,City7,Fall,157.55604652560686,Substation to Customer
Sub4,City12,Winter,301.1357009343606,Substation to Customer
Sub4,City12,Spring,180.68142056061606,Substation to Customer
Sub4,City12,Summer,60.227140186870756,Substation to Customer
Sub4,City12,Fall,180.68142056061606,Substation to Customer
Sub4,City16,Winter,367.5565732630519,Substation to Customer
Sub4,City16,Spring,220.53394395783153,Substation to Customer
Sub4,City16,Summer,73.51131465260937,Substation to Customer
Sub4,City16,Fall,220.53394395783153,Substation to Customer
Sub4,City24,Winter,355.0488440203011,Substation to Customer
Sub4,City24,Spring,213.02930641218086,Substation to Customer
Sub4,City24,Summer,71.00976880405958,Substation to Customer
Sub4,City24,Fall,213.02930641218086,Substation to Customer
Sub4,City26,Winter,297.32640928784605,Substation to Customer
Sub4,City26,Spring,178.39584557270712,Substation to Customer
Sub4,City26,Summer,59.46528185756827,Substation to Customer
Sub4,City26,Fall,178.39584557270712,Substation to Customer
Sub5,City3,Winter,360.87124863121585,Substation to Customer
Sub5,City3,Spring,216.5227491787305,Substation to Customer
Sub5,City3,Summer,72.17424972624187,Substation to Customer
Sub5,City3,Fall,216.5227491787305,Substation to Customer
Sub5,City5,Winter,274.67371427303476,Substation to Customer
Sub5,City5,Spring,164.80422856382017,Substation to Customer
Sub5,City5,Summer,54.93474285460532,Substation to Customer
Sub5,City5,Fall,164.80422856382017,Substation to Customer
Sub5,City9,Winter,283.5517577197535,Substation to Customer
Sub5,City9,Spring,170.13105463185204,Substation to Customer
Sub5,City9,Summer,56.71035154395011,Substation to Customer
Sub5,City9,Fall,170.13105463185204,Substation to Customer
Sub5,City22,Winter,262.6577927169256,Substation to Customer
Sub5,City22,Spring,157.59467563015454,Substation to Customer
Sub5,City22,Summer,52.53155854338345,Substation to Customer
Sub5,City22,Fall,157.59467563015454,Substation to Customer
Sub7,City4,Winter,287.8132584938849,Substation to Customer
Sub7,City4,Spring,172.68795509633094,Substation to Customer
Sub7,City4,Summer,57.56265169877623,Substation to Customer
Sub7,City4,Fall,172.68795509633094,Substation to Customer
Sub7,City13,Winter,280.99686687767786,Substation to Customer
Sub7,City13,Spring,168.59812012660697,Substation to Customer
Sub7,City13,Summer,56.19937337553467,Substation to Customer
Sub7,City13,Fall,168.59812012660697,Substation to Customer
Sub7,City20,Winter,286.29770692758046,Substation to Customer
Sub7,City20,Spring,171.77862415654755,Substation to Customer
Sub7,City20,Summer,57.259541385514765,Substation to Customer
Sub7,City20,Fall,171.77862415654755,Substation to Customer
Sub7,City21,Winter,344.7352669183789,Substation to Customer
Sub7,City21,Spring,206.84116015102683,Substation to Customer
Sub7,City21,Summer,68.94705338367399,Substation to Customer
Sub7,City21,Fall,206.84116015102683,Substation to Customer
Sub8,City6,Winter,337.17940747512273,Substation to Customer
Sub8,City6,Spring,202.30764448507296,Substation to Customer
Sub8,City6,Summer,67.43588149502305,Substation to Customer
Sub8,City6,Fall,202.30764448507296,Substation to Customer
Sub8,City11,Winter,376.91830137358244,Substation to Customer
Sub8,City11,Spring,226.15098082415005,Substation to Customer
Sub8,City11,Summer,75.38366027471479,Substation to Customer
Sub8,City11,Fall,226.15098082415005,Substation to Customer
Sub8,City14,Winter,385.48750651580036,Substation to Customer
Sub8,City14,Spring,231.29250390948093,Substation to Customer
Sub8,City14,Summer,77.09750130315874,Substation to Customer
Sub8,City14,Fall,231.29250390948093,Substation to Customer
Sub8,City19,Winter,291.16585839981394,Substation to Customer
Sub8,City19,Spring,174.69951503988796,Substation to Customer
Sub8,City19,Summer,58.23317167996156,Substation to Customer
Sub8,City19,Fall,174.69951503988796,Substation to Customer
Sub10,City2,Winter,264.66568054919486,Substation to Customer
Sub10,City2,Spring,158.79940832952056,Substation to Customer
Sub10,City2,Summer,52.933136109838124,Substation to Customer
Sub10,City2,Fall,158.79940832952056,Substation to Customer
Sub10,City17,Winter,286.19552410393175,Substation to Customer
Sub10,City17,Spring,171.7173144623593,Substation to Customer
Sub10,City17,Summer,57.23910482078996,Substation to Customer
Sub10,City17,Fall,171.7173144623593,Substation to Customer
Sub10,City18,Winter,282.8854171394737,Substation to Customer
Sub10,City18,Spring,169.73125028369293,Substation to Customer
Sub10,City18,Summer,56.577083427896746,Substation to Customer
Sub10,City18,Fall,169.73125028369293,Substation to Customer
Sub10,City25,Winter,299.3788780165552,Substation to Customer
Sub10,City25,Spring,179.62732680993204,Substation to Customer
Sub10,City25,Summer,59.875775603309386,Substation to Customer
Sub10,City25,Fall,179.62732680993204,Substation to Customer
